Time_h,10_mM,5_mM,2.5_mM,1.25_mM,0.782_mM,0.625_mM,0.313_mM,0.156_mM
53.82382382382382,4.504493889427358,6.593274542171066,8.83572639964022,7.276819889988478,6.063754093766586,7.659174749416714,6.316425376719503,9.796102479043132
53.91891891891891,4.501971738895557,6.591802427109461,8.83680373139305,7.275717798491338,6.062072637687109,7.658545460743688,6.312144698906506,9.796722892673586
54.01401401401401,4.499452313278431,6.59031229745297,8.83790754473214,7.274615656438634,6.060393916399385,7.657901759523157,6.3078036428813045,9.797334337712837
54.109109109109106,4.496925209665024,6.588798377017913,8.839041687686949,7.273509149772453,6.058711244559527,7.657241166880454,6.30338644296503,9.79793939926603
54.2042042042042,4.49438002514438,6.587254889620608,8.840210008286942,7.272393964434879,6.057017936823648,7.656561203940913,6.298877333478821,9.79854066243831
54.29929929929929,4.491806356805542,6.585676059077378,8.841416354561577,7.271265786367994,6.05530730784786,7.655859391829867,6.29426054874381,9.79914071233482
54.39439439439439,4.489193801737552,6.584056109204537,8.842664574540315,7.270120301513887,6.053572672288278,7.655133251672648,6.289520323081133,9.79974213406071
54.489489489489486,4.486531957029455,6.58238926381841,8.843958516252622,7.268953195814637,6.051807344801016,7.6543803045945875,6.2846408908119225,9.800347512721123
54.58458458458458,4.483810419770294,6.580669746735311,8.845302027727953,7.2677601552123345,6.050004640042188,7.653598071721024,6.279606486257321,9.800959433421202
54.67967967967967,4.481018787049113,6.578891781771562,8.846698956995773,7.266536865649058,6.048157872667906,7.652784074177286,6.274401343738455,9.801580481266098
54.77477477477477,4.478146655954954,6.577049592743482,8.84815315208554,7.265279013066895,6.046260357334283,7.651935833088707,6.269009697576464,9.802213241360954
54.869869869869866,4.475183623576862,6.575137403467392,8.849668461026717,7.263982283407927,6.0443054086974355,7.651050869580622,6.263415782092481,9.802860298810918
54.96496496496496,4.472119287003879,6.573149437759608,8.851248731848765,7.262642362614241,6.042286341413475,7.650126704778362,6.257603831607642,9.803524238721128
55.06006006006006,4.468944162142472,6.571080455716803,8.852897422714767,7.261255330628045,6.040197071991256,7.64916109268559,6.251559611959541,9.804207423340877
55.15515515515515,4.465660930190694,6.568932317874353,8.854612829893856,7.259822484017045,6.038039485567447,7.648154870652739,6.245289166511885,9.804909264271746
55.25025025025025,4.462280888386837,6.566711913637295,8.856389593755434,7.258348814012148,6.035821111041341,7.647111059803635,6.2388129001403705,9.805627083325746
55.34534534534534,4.458815516350202,6.564426238859837,8.858222277282234,7.25683939005147,6.03354959677721,7.646032727487367,6.232151521719628,9.806358158079048
55.44044044044044,4.455276293700088,6.56208228939618,8.860105443456993,7.2552992815731185,6.031232591139332,7.644922941053027,6.225325740124286,9.807099766107806
55.53553553553553,4.451674700055797,6.559687061100532,8.862033655262444,7.253733558015209,6.02887774249198,7.643784767849704,6.2183562642289765,9.807849184988187
55.63063063063063,4.4480222150366275,6.557247549827092,8.864001475681322,7.252147288815851,6.02649269919943,7.642621275226488,6.211263802908324,9.808603692296353
55.725725725725724,4.444330318261882,6.554770751430068,8.86600346769636,7.250545543413156,6.0240851096259584,7.641435530532473,6.204069065036957,9.809360565608463
55.82082082082082,4.440610489350856,6.552263661763663,8.868034194290296,7.248933391245238,6.021662622135838,7.640230601116746,6.196792759489506,9.81011708250068
55.91591591591591,4.436874207922853,6.549733276682083,8.87008821844586,7.247315901750208,6.019232885093342,7.639009554328399,6.189455595140602,9.810870520549168
56.01101101101101,4.433132953597172,6.547186592039529,8.87216010314579,7.245698144366177,6.016803546862751,7.637775457516527,6.182078280864869,9.811618157330086
56.106106106106104,4.429398205993115,6.544630603690206,8.87424441137282,7.244085188531255,6.014382255808333,7.636531378030213,6.174681525536937,9.812357270419598
56.2012012012012,4.42568144472998,6.542072307488322,8.876335706109684,7.242482103683557,6.01197666029437,7.635280383218553,6.167286038031436,9.813085137393866
56.29629629629629,4.421994149427067,6.539518699288076,8.878428550339114,7.240893959261192,6.009594408685131,7.634025540430635,6.1599125272229935,9.813799035829053
56.39139139139139,4.418347799703677,6.536976774943675,8.880517507043848,7.239325824702275,6.007243149344895,7.632769917015551,6.15258170198624,9.814496243301317
56.486486486486484,4.41475387517911,6.534453530309323,8.882597139206618,7.237782769444916,6.004930530637934,7.631516580322392,6.145314271195803,9.815174037386823
