Time,8,8.1,4,4.1,4.2,4.3,2,2.1,2.2,2.3,1,1.1,1.2,0.5.1,0.5,0.5.2,0.5.3,0.25,0.25.1,0.25.2,0.25.3,0.125,0.125.2,0.125.1,0.125.3,0.062.1,0.062
30,0.2021974422454444,0.2352695084804705,0.2104199739712317,0.1143587222522553,0.0807292035341676,0.3003412478498375,0.0131310589685763,0.240556550735392,0.185569817429113,0.2037526785275774,0.158560550029375,0.1044353289660668,0.0629803949795091,0.0088817903918619,0.1985497647022274,0.1417710878411005,0.0301429245078728,0.1879346132087981,0.1863642804891901,0.1502550526440639,0.0385080785378348,0.207434564219897,0.0651096775654438,0.1097919744191116,0.0006125319149198,0.2284724453170657,0.0993794434948057
32,0.2212881922122701,,0.2272373002440946,0.0250932499791516,0.0022577734691859,0.2881102224684432,0.0008511196837299,0.2364153645563853,0.0019346044067904,0.182325980169518,0.1504253171405369,0.1618226262822761,0.0505189625085152,0.1811535934968834,0.1686604140166263,0.1232883473898189,0.0633562816511317,0.2233868619019985,0.1675123316867247,0.11400549237083,0.0394531940746462,0.2010811292632271,0.0713928338669187,0.1194080632466168,0.0332111450773551,0.2114947392126146,0.0923536396860679
35,0.2258009178511902,,0.2164887824789644,0.2171480021594299,0.2247956232527029,0.3199269034059571,0.0003236384770925,0.2016126965368061,0.1799966861331738,0.1972099686809115,0.1642190755917321,0.1634250037586817,0.0508852303829048,0.1653584441866284,0.1838722389251199,0.1335286418909119,0.070392088968565,0.2154289014304657,0.1573262716930652,0.1455617181308714,0.036005287713737,0.2096363053617651,0.0816853048343163,0.1108836544534944,0.0008445845681031,0.2254938205459426,0.0853278358773302
38,0.2123679416947465,,0.1935603127930517,0.2072707413536521,0.2533713584050349,0.211378171233098,0.031134281788847,0.2242192099208007,0.2272358740946489,0.2004196248839086,0.0864790848746418,0.1778953709304771,0.0505327721413922,0.1495632948763734,0.1777731842383619,0.1677370417062384,0.0638908534231521,0.0390464527883406,0.1678964311541134,0.142896127311647,0.0344280124366024,0.1785176385543993,0.0773663911393699,0.112216983382847,0.0316740166908671,0.1939496648912174,0.0865016654628908
40,0.2030886151819167,,0.1928229356969601,0.2329531693709172,0.2108464159411378,0.2540011142232483,0.0005693657055149,0.0311514102010794,0.2020212284945062,0.2093632764759717,0.1696312101261487,0.1752245946534929,0.0520429335495669,0.1475207718521493,0.1670704043210526,0.1780649139603998,0.0716168847735192,0.190149120400777,0.1540558301487383,0.170991204501352,0.03641709591393,0.1818145980893355,0.0705110878749011,0.0997713937949496,0.0005089582119766,0.2356153335257433,0.0885700462845779
43,0.1989398492212441,,0.0805622419350816,0.2370424820091996,0.2147265710158946,0.2708997872063326,0.0010303864192508,0.0313762632109566,0.220394592236924,0.1070983123375923,0.1704005073319483,0.1989607731813964,0.0433558379631637,0.1639814648335587,0.1599079581744418,0.1514089533099348,0.0722978695705789,0.205925851136361,0.1675234293052682,0.2071958818381877,0.0289532757570257,0.2106663798841108,0.0842586831652185,0.0978243276721442,0.0005161335698175,0.2070835335042261,0.0797159040098817
45,0.1947910832605715,,0.001513534902347,0.198843981090652,0.2160063355977379,0.3344385379511582,0.0004327448726857,0.201113184746711,0.001094705289457,0.3052596259765418,0.1525700761046259,0.1864712278135771,0.0456408475264181,0.1441849114936626,0.185898291411055,0.1596254932685179,0.0656756539213495,0.1836095400575695,0.1505901363777755,0.1830314992463146,0.0004200487992945,0.1566389883401691,0.034218026771928,0.095010524991753,0.0005439036698221,0.1785517334827091,0.0903416673194271
48,0.2281567871735039,,0.0753749814289679,0.1618072551827842,0.2172861001795811,0.2786373855985034,0.0007205436232261,0.0021514158669046,0.2290638571956055,0.2917067559768383,0.1792949256233465,0.2075797416609624,0.0006616383952106,0.1819369078794845,0.1934688035598432,0.0031690153755865,0.0673999602958883,0.180597862160385,0.1809020948551771,0.186400143745331,0.0003544895797619,0.1686178749780946,0.0849167699984035,0.0755822893459616,0.0004695456801846,0.1967154474948651,0.0964362004046765
51,0.1705327023055528,,0.2068045968254303,0.1220453220550566,0.197157455985394,0.2228362332458486,0.0004320773036631,0.1911162464102398,0.2347896289600981,0.2781538859771347,0.1780639597858839,0.1124834010600554,0.0005113758290439,0.221214676415985,0.1953259424275518,0.1574703201721931,0.0736677206065229,0.2096365326509619,0.1405249605820399,0.205223022146532,0.0015605806638176,0.1891834676022274,0.0053074382054258,0.0766472224697592,0.0004535734783425,0.1931414964491732,0.0913090259175195
53,0.1914703849446387,,0.1975442268982758,0.224981134039503,0.2038340792555151,0.212740335955503,0.0007213681312509,0.1846240409273167,0.2448955493615053,0.2248387261879327,0.1061828680078395,0.1885415927007212,0.0004991691844225,0.153488082187375,0.178791862356742,0.1522740033263758,0.0697718667940821,0.1848935620722762,0.1784101896384373,0.1668243176303018,0.0003758800958264,0.217443876017531,0.112356002295839,0.0016717456857271,0.0004298612381974,0.2270864987115596,0.0914713221649305
56,0.212645304772607,,0.2413255899831342,0.2191203096242203,0.2425975488508511,0.2533778604744247,0.0006183756586928,0.1889603824465543,0.2191715204019072,0.3187388505919148,0.1306586195100199,0.205467273642237,0.0005952846369567,0.085761487958765,0.1954975647117354,0.1848527980575307,0.0004654746681256,0.1886466457179647,0.1680287381815045,0.2331433609154783,0.0003316496266405,0.01179682471881,0.0815342611627099,0.0615861824836314,0.0311789104706645,0.1911133735029815,0.0863801079792607
59,0.2520927580754157,,0.2189318599339936,0.2303033756198016,0.1966497111783838,0.278564121723374,0.0005153831861347,0.1869584469569068,0.254274991530983,0.0022539657894058,0.116940985070179,0.1985320925692682,0.000370319400612,0.199115832722563,0.1522410450862698,0.1424261803240708,0.0551537917628,0.1962891999066683,0.1483220443394108,0.185138488191249,0.0002823072035987,0.2269483459667861,0.077865682218006,0.0530666748143797,0.0313624971474405,0.1946827870871695,0.0812888937935908
61,0.2331094542365668,,0.2460281397101799,0.2164899973847922,0.2570646100818028,0.2599666058404395,0.0004123907135767,0.2242355985095335,0.1143647844436516,0.2743370188593025,0.0627996908472854,0.1858744752371984,0.0003090004803355,0.1945821883630899,0.1468439273877354,0.1151704311512627,0.054286993433162,0.2249477860720549,0.1365922130871901,0.2036190606283367,0.0004496168140796,0.2390669038199062,0.0716688410580254,0.0329292580956874,0.0326509527980843,0.2135090335697396,0.0825305285185795
64,0.2450645814201914,,0.0025173610631008,0.177773639334977,0.2003647849198944,0.272712100119437,0.0004111067993929,0.1973502998492671,0.2620184560391488,0.2330584052168368,0.0234986899706603,0.2018725315974283,,0.2006418936817162,0.1093125714291386,0.1405117374978904,0.0600377017202847,0.1896579402391965,0.1383531261704149,0.1853953878714026,0.0003344328316123,0.2092434309504868,0.077885442338896,0.0912887611634865,0.0331791769940904,0.2234811654286998,0.0837721632435682
66,0.257019708603816,,0.1430837656622412,0.2075198996892444,0.2092015722863445,0.1095431214564032,0.0004098228852092,0.2339946967381912,0.2479179424740811,0.237117065858595,0.1466848337121181,0.1985823447265249,,0.1751333178242459,0.0914104912937746,0.1206324021759012,0.0543128636119388,0.2063247713330841,0.1558886087594077,0.1815892820189125,0.0004003390693157,0.2198090448083915,0.0776862696970619,0.0357787091095541,0.034076456641797,0.2174417425031845,0.0876499396555034
69,0.0009578906403732,,0.0448284119024704,0.1986297445175426,0.1628412885235004,0.2795562242305585,0.0004085389710254,0.1910417015336571,0.2587425980669459,0.2407473650290445,0.149277416974915,0.0834476233252824,,0.2059830743433961,0.1118160723057074,0.1253313095032496,0.0006203941399536,0.1905912104077329,0.13560325708248,0.1663228306156983,0.000417766612927,0.26501870081795,0.0954791439279431,0.0615031935504279,0.0004429762421996,0.1882763067766278,0.0883341175304396
72,0.1156610676758956,,0.1739815062812128,0.1897395893458408,0.1940696959185392,0.2400418348786725,0.0004908623214256,0.2267872878422765,0.211687948335476,0.2630716906727482,0.1529864575160848,0.0022664096300543,,0.2011305028818297,0.0936813326577455,0.1359381517100218,0.0530711262045541,0.2217066642597126,0.1555776961480621,0.1544579931613964,0.0004351941565382,0.0015541776003623,0.0845617027023873,0.0654863274214369,0.033053377625449,0.2121480955754731,0.0806550200677251
74,0.2152068493458161,,0.241104428596131,0.1675122840942443,0.2018195618652937,0.2602567994304876,,0.2256787875258092,0.2207506866380224,0.2467595672709307,0.1375530348173881,0.1871640166419005,,0.1887204963590865,0.0754015262110453,0.1321045527745133,0.0531462233497172,0.207488437433194,0.1505172732939949,0.1830263729699018,0.0004526217001495,0.2462018826070579,0.0838671406672614,0.0685863639284053,0.0072932558501648,0.2360198843743184,0.0821129990169203
77,0.1317513446672794,,0.1413487634999422,0.1430179749680195,0.2095694278120483,0.2372045723896777,,0.2151778509913442,0.1610955563718444,0.2444746482637052,0.1294058668801521,0.2045983708422473,,0.2043589094555798,0.1028537349645888,0.1290960288288738,0.0500473109880891,0.1816470985909455,0.1409937117697353,0.1713616933966944,0.0004700492437608,0.2289080004971336,0.1089536573422371,0.0734739628259225,0.0005789951910296,0.2190164626540226,0.0885835518022358
80,0.197631162246532,0.1294434555393369,0.2156458102493715,0.1556598415200617,0.1851279433572236,0.2724392115222107,,0.1959682981577776,0.1815606138609206,0.2437026542056714,0.1806598877024535,0.1235070522768858,,0.2090205344875656,0.0790776729179908,0.1434507880410321,0.0511945719868155,0.1813729931030301,0.1663534052673801,0.1709080744949325,0.0005666227855232,0.1985237788448103,0.1200121809520373,0.0674755582897574,0.0151893371593976,0.1923483181883675,0.0963025244251817
82,0.2109674979306398,0.1399512655451413,0.2387544853171351,0.0469518899078272,0.1893179636594146,0.2286146027991957,,0.1959614192999256,0.1694851482257544,0.2194890302175989,0.1577400804799093,0.1176577423550509,,0.1402490014093269,0.0720145680786172,0.1416561007420887,0.049714103760161,0.1927246063498226,0.1712038209769779,0.1381907291437572,0.0003540244812627,0.1355997294501708,0.1280041960285414,0.0994986140996269,0.0325501668778323,0.2238024786553294,0.0837553313382639
85,0.2078508905260442,0.1427381591534964,0.2226440700528037,0.1215660627502427,0.1886670908258235,0.2310879184414221,,0.2316263839012916,0.1574096825905882,0.2530894447197887,0.1593229343978877,0.1037441829102736,,0.2192837936326437,0.1254415262678305,0.1395768895670686,0.0451591108674144,0.2183808601197504,0.1543840610615589,0.1243383041297969,0.0004573963529586,0.0726756800555314,0.1437203552385446,0.0895051238194197,0.0325882192788842,0.192193179231404,0.0945745468852412
88,0.1691214515219339,0.1243978036386423,0.201352870041856,0.1248564570226522,0.159993896211687,0.2215419887769414,,0.175868727769053,0.1453342169554221,0.2234221699698236,0.1760261471257511,0.1018469161013791,,0.1672574064471153,0.0860374959202402,0.1490207295211879,0.0484078884271131,0.215474867236211,0.1528105437240249,0.108640791191221,0.0006213486692654,0.0097516306608919,0.1241211067914669,0.1048943362726576,0.0005338645025667,0.2201789004628032,0.0830596454091606
90,0.1691671538224218,0.1256781507293099,0.2179742069002402,0.1636655727941685,0.1660604090068547,0.2168273737993504,,0.2315276950715314,0.1803764505660271,0.2174730227979584,0.1873402041506179,0.1176615052968262,,0.1876045828499568,0.0002246148546002,0.1640998068791129,0.0459130929542735,0.2027191511451288,0.1472655931561113,0.0853481960337185,0.0005286522695729,0.1833599283947932,0.1222868565810908,0.0997305265379725,0.0336836229888896,0.210175992882346,0.0842063404166351
93,0.1573646108174916,0.1215526625031574,0.2035252787211951,0.1045969249077597,0.1721269218020224,0.2484248801835273,,0.2215737908657933,0.1869105647707743,0.203412072613693,0.1667551301211457,0.1065401760983103,,0.1995230896659811,,0.1652855829578861,0.0435300218159349,0.1832182433377769,0.1456144566737439,0.089591774031575,0.0307934732836377,0.1713064962437585,0.1116375283614527,0.1010333795167546,0.0158003207822159,0.0136302125288559,0.0920809602332666
96,0.174642796264828,0.1410330136517955,0.2001621616374129,0.1038313131681031,0.1866946916026903,0.2226882825697303,,0.1993839928241444,0.1749473296572809,0.2388763160454666,0.1663179643288242,0.1046883006957414,,0.1537459149573017,,0.1467142402095535,0.0463199345641611,0.2299349681777269,0.1580180424570164,0.0839890381009734,0.0347663405043182,0.182743962310756,0.1457934261091198,0.1015306446499573,0.0320971395956295,0.2387687217600866,0.0907190090631803
