drug,concentration,conc_uM,well,cmax_uM,exceeds_cmax,baseline_used,bpm_change,pct_change,0h_bpm,3h_bpm,4h_bpm,6h_bpm,9h_bpm,12h_bpm,14h_bpm,17h_bpm,19h_bpm,22h_bpm,24h_bpm,27h_bpm,30h_bpm,32h_bpm,35h_bpm,38h_bpm,40h_bpm,43h_bpm,45h_bpm,48h_bpm,51h_bpm,53h_bpm,56h_bpm,59h_bpm,61h_bpm,64h_bpm,66h_bpm,69h_bpm,72h_bpm,74h_bpm,77h_bpm,80h_bpm,82h_bpm,85h_bpm,88h_bpm,90h_bpm,93h_bpm,96h_bpm,0h_file,3h_file,4h_file,6h_file,9h_file,12h_file,14h_file,17h_file,19h_file,22h_file,24h_file,27h_file,30h_file,32h_file,35h_file,38h_file,40h_file,43h_file,45h_file,48h_file,51h_file,53h_file,56h_file,59h_file,61h_file,64h_file,66h_file,69h_file,72h_file,74h_file,77h_file,80h_file,82h_file,85h_file,88h_file,90h_file,93h_file,96h_file
epirubicin,6mM,6.0,D23,0.45,True,0h,-67.83,-65.8,103.12,83.82,83.82,114.71,109.09,116.42,64.62,117.19,80.6,50.0,35.29,105.88,67.16,95.24,92.65,107.46,35.82,63.64,72.73,79.41,59.09,41.91,83.82,41.54,100.0,59.09,49.25,40.3,31.82,111.94,39.71,65.22,63.64,111.94,118.18,111.94,60.94,40.3,D23_0h_05_29__13_51_46.csv,D23_4h_05_29__17_39_22.csv,D23_4h_05_29__17_39_22.csv,D23_6h_05_29__20_13_46.csv,D23_9h_05_29__22_48_15.csv,D23_12h_05_30__01_23_05.csv,D23_14h_05_30__03_57_54.csv,D23_17h_05_30__06_33_00.csv,D23_19h_05_30__09_08_27.csv,D23_22h_05_30__11_43_54.csv,D23_24h_05_30__14_19_35.csv,D23_27h_05_30__16_55_26.csv,D23_30h_05_30__19_31_34.csv,D23_32h_05_30__22_07_41.csv,D23_35h_05_31__00_44_17.csv,D23_38h_05_31__03_21_02.csv,D23_40h_05_31__05_57_45.csv,D23_43h_05_31__08_34_51.csv,D23_45h_05_31__11_12_04.csv,D23_48h_05_31__13_49_29.csv,D23_51h_05_31__16_27_09.csv,D23_53h_05_31__19_05_02.csv,D23_56h_05_31__21_43_12.csv,D23_59h_06_01__00_21_28.csv,D23_61h_06_01__02_59_53.csv,D23_64h_06_01__05_38_25.csv,D23_66h_06_01__08_17_10.csv,D23_69h_06_01__10_56_07.csv,D23_72h_06_01__13_35_28.csv,D23_74h_06_01__16_14_50.csv,D23_77h_06_01__18_54_41.csv,D23_80h_06_01__21_34_47.csv,D23_82h_06_02__00_15_01.csv,D23_85h_06_02__02_55_27.csv,D23_88h_06_02__05_36_13.csv,D23_90h_06_02__08_17_10.csv,D23_93h_06_02__10_58_13.csv,D23_96h_06_02__13_39_36.csv
epirubicin,6mM,6.0,D24,0.45,True,3h,,,,37.5,37.5,88.24,111.94,86.36,83.82,,,,,,,,,,30.88,43.48,47.37,,,,95.65,54.55,89.55,52.38,66.18,,109.09,,,54.55,101.54,63.64,100.0,75.0,46.32,86.36,,D24_4h_05_29__17_38_59.csv,D24_4h_05_29__17_38_59.csv,D24_6h_05_29__20_13_22.csv,D24_9h_05_29__22_47_52.csv,D24_12h_05_30__01_22_41.csv,D24_14h_05_30__03_57_30.csv,,,,,,,,,,D24_40h_05_31__05_57_21.csv,D24_43h_05_31__08_34_27.csv,D24_45h_05_31__11_11_40.csv,,,,D24_56h_05_31__21_42_48.csv,D24_59h_06_01__00_21_03.csv,D24_61h_06_01__02_59_29.csv,D24_64h_06_01__05_38_01.csv,D24_66h_06_01__08_16_45.csv,,D24_72h_06_01__13_35_04.csv,,,D24_80h_06_01__21_34_22.csv,D24_82h_06_02__00_14_36.csv,D24_85h_06_02__02_55_02.csv,D24_88h_06_02__05_35_48.csv,D24_90h_06_02__08_16_45.csv,D24_93h_06_02__10_57_48.csv,D24_96h_06_02__13_39_10.csv
doxorubicin,0_16mM,0.16,O21,0.13,True,0h,18.43,47.6,38.71,51.56,51.56,57.14,77.42,119.05,75.0,91.94,106.45,89.06,57.14,54.1,71.43,119.05,,62.9,,42.19,51.56,70.31,90.48,84.37,100.0,85.71,64.62,61.9,67.74,,118.03,103.12,114.29,114.29,93.44,91.94,42.86,116.13,106.45,62.69,O21_0h_05_29__15_45_01.csv,O21_4h_05_29__19_33_06.csv,O21_4h_05_29__19_33_06.csv,O21_6h_05_29__22_07_22.csv,O21_9h_05_30__00_42_11.csv,O21_12h_05_30__03_17_01.csv,O21_14h_05_30__05_52_05.csv,O21_17h_05_30__08_27_25.csv,O21_19h_05_30__11_02_53.csv,O21_22h_05_30__13_38_32.csv,O21_24h_05_30__16_14_19.csv,O21_27h_05_30__18_50_18.csv,O21_30h_05_30__21_26_29.csv,O21_32h_05_31__00_02_55.csv,,O21_38h_05_31__05_16_26.csv,,O21_43h_05_31__10_30_34.csv,O21_45h_05_31__13_07_59.csv,O21_48h_05_31__15_45_25.csv,O21_51h_05_31__18_23_22.csv,O21_53h_05_31__21_01_30.csv,O21_56h_05_31__23_39_36.csv,O21_59h_06_01__02_18_09.csv,O21_61h_06_01__04_56_32.csv,O21_64h_06_01__07_35_15.csv,O21_66h_06_01__10_14_09.csv,,O21_72h_06_01__15_32_48.csv,O21_74h_06_01__18_12_33.csv,O21_77h_06_01__20_52_36.csv,O21_80h_06_01__23_32_44.csv,O21_82h_06_02__02_13_06.csv,O21_85h_06_02__04_53_49.csv,O21_88h_06_02__07_34_43.csv,O21_90h_06_02__10_15_45.csv,O21_93h_06_02__12_57_00.csv,O21_96h_06_02__15_38_32.csv
doxorubicin,0_16mM,0.16,O22,0.13,True,0h,-26.87,-35.3,76.12,48.53,48.53,48.53,49.25,50.77,49.25,49.25,49.25,49.25,49.25,47.01,45.45,45.45,79.41,89.55,44.12,44.12,88.24,116.42,44.12,36.36,46.15,44.78,88.24,104.55,39.71,44.12,40.3,40.3,79.41,39.71,41.54,39.71,39.71,81.82,83.82,80.6,O22_0h_05_29__15_45_25.csv,O22_4h_05_29__19_33_30.csv,O22_4h_05_29__19_33_30.csv,O22_6h_05_29__22_07_46.csv,O22_9h_05_30__00_42_36.csv,O22_12h_05_30__03_17_25.csv,O22_14h_05_30__05_52_29.csv,O22_17h_05_30__08_27_50.csv,O22_19h_05_30__11_03_17.csv,O22_22h_05_30__13_38_57.csv,O22_24h_05_30__16_14_43.csv,O22_27h_05_30__18_50_42.csv,O22_30h_05_30__21_26_54.csv,O22_32h_05_31__00_03_20.csv,O22_35h_05_31__02_40_06.csv,O22_38h_05_31__05_16_50.csv,O22_40h_05_31__07_53_48.csv,O22_43h_05_31__10_30_58.csv,O22_45h_05_31__13_08_24.csv,O22_48h_05_31__15_45_50.csv,O22_51h_05_31__18_23_46.csv,O22_53h_05_31__21_01_55.csv,O22_56h_05_31__23_40_00.csv,O22_59h_06_01__02_18_33.csv,O22_61h_06_01__04_56_56.csv,O22_64h_06_01__07_35_40.csv,O22_66h_06_01__10_14_34.csv,O22_69h_06_01__12_53_53.csv,O22_72h_06_01__15_33_12.csv,O22_74h_06_01__18_12_58.csv,O22_77h_06_01__20_53_01.csv,O22_80h_06_01__23_33_09.csv,O22_82h_06_02__02_13_31.csv,O22_85h_06_02__04_54_14.csv,O22_88h_06_02__07_35_08.csv,O22_90h_06_02__10_16_10.csv,O22_93h_06_02__12_57_25.csv,O22_96h_06_02__15_38_57.csv
doxorubicin,0_16mM,0.16,P21,0.13,True,0h,,,89.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P21_0h_05_29__15_47_49.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doxorubicin,0_16mM,0.16,P22,0.13,True,0h,17.91,57.1,31.34,102.99,102.99,40.3,,107.46,44.12,40.91,67.16,76.12,49.25,92.65,54.55,68.18,100.0,104.55,55.15,89.55,30.88,98.51,50.0,97.06,119.12,90.91,73.85,71.64,81.82,93.75,62.69,79.41,88.24,30.88,53.73,31.34,,39.13,81.82,85.07,P22_0h_05_29__15_47_25.csv,P22_4h_05_29__19_35_30.csv,P22_4h_05_29__19_35_30.csv,P22_6h_05_29__22_09_48.csv,,P22_12h_05_30__03_19_26.csv,P22_14h_05_30__05_54_29.csv,P22_17h_05_30__08_29_50.csv,P22_19h_05_30__11_05_19.csv,P22_22h_05_30__13_40_58.csv,P22_24h_05_30__16_16_44.csv,P22_27h_05_30__18_52_44.csv,P22_30h_05_30__21_28_55.csv,P22_32h_05_31__00_05_21.csv,P22_35h_05_31__02_42_08.csv,P22_38h_05_31__05_18_53.csv,P22_40h_05_31__07_55_51.csv,P22_43h_05_31__10_33_01.csv,P22_45h_05_31__13_10_26.csv,P22_48h_05_31__15_47_53.csv,P22_51h_05_31__18_25_50.csv,P22_53h_05_31__21_03_58.csv,P22_56h_05_31__23_42_03.csv,P22_59h_06_01__02_20_37.csv,P22_61h_06_01__04_59_00.csv,P22_64h_06_01__07_37_44.csv,P22_66h_06_01__10_16_38.csv,P22_69h_06_01__12_55_57.csv,P22_72h_06_01__15_35_17.csv,P22_74h_06_01__18_15_02.csv,P22_77h_06_01__20_55_06.csv,P22_80h_06_01__23_35_14.csv,P22_82h_06_02__02_15_36.csv,P22_85h_06_02__04_56_20.csv,,P22_90h_06_02__10_18_16.csv,P22_93h_06_02__12_59_32.csv,P22_96h_06_02__15_41_04.csv
doxorubicin,0_31mM,0.31,M21,0.13,True,0h,20.81,24.5,85.07,102.99,102.99,44.78,58.21,107.46,70.59,115.38,102.99,40.91,105.88,31.34,46.15,120.0,114.71,88.24,119.12,58.21,67.16,40.3,77.27,50.0,91.3,85.07,83.82,50.77,45.45,82.61,63.64,62.69,31.34,71.64,80.6,118.18,76.12,52.94,116.42,41.54,M21_0h_05_29__15_25_49.csv,M21_4h_05_29__19_13_51.csv,M21_4h_05_29__19_13_51.csv,M21_6h_05_29__21_48_06.csv,M21_9h_05_30__00_22_52.csv,M21_12h_05_30__02_57_41.csv,M21_14h_05_30__05_32_40.csv,M21_17h_05_30__08_07_57.csv,M21_19h_05_30__10_43_25.csv,M21_22h_05_30__13_19_08.csv,M21_24h_05_30__15_54_54.csv,M21_27h_05_30__18_30_49.csv,M21_30h_05_30__21_07_00.csv,M21_32h_05_30__23_43_23.csv,M21_35h_05_31__02_20_07.csv,M21_38h_05_31__04_56_50.csv,M21_40h_05_31__07_33_43.csv,M21_43h_05_31__10_10_57.csv,M21_45h_05_31__12_48_19.csv,M21_48h_05_31__15_25_46.csv,M21_51h_05_31__18_03_40.csv,M21_53h_05_31__20_41_46.csv,M21_56h_05_31__23_19_50.csv,M21_59h_06_01__01_58_22.csv,M21_61h_06_01__04_36_44.csv,M21_64h_06_01__07_15_23.csv,M21_66h_06_01__09_54_18.csv,M21_69h_06_01__12_33_32.csv,M21_72h_06_01__15_12_52.csv,M21_74h_06_01__17_52_34.csv,M21_77h_06_01__20_32_38.csv,M21_80h_06_01__23_12_44.csv,M21_82h_06_02__01_53_01.csv,M21_85h_06_02__04_33_42.csv,M21_88h_06_02__07_14_34.csv,M21_90h_06_02__09_55_38.csv,M21_93h_06_02__12_36_53.csv,M21_96h_06_02__15_18_21.csv
doxorubicin,0_31mM,0.31,M22,0.13,True,0h,-16.5,-21.1,78.26,94.03,94.03,47.01,107.46,96.77,65.62,95.0,92.65,98.51,61.76,82.61,104.55,58.59,58.21,46.87,93.75,105.88,69.23,35.29,109.09,75.0,118.18,38.06,83.82,105.88,62.69,44.12,67.16,93.75,104.76,93.44,91.94,31.82,92.31,83.08,97.06,94.03,M22_0h_05_29__15_26_13.csv,M22_4h_05_29__19_14_14.csv,M22_4h_05_29__19_14_14.csv,M22_6h_05_29__21_48_30.csv,M22_9h_05_30__00_23_15.csv,M22_12h_05_30__02_58_04.csv,M22_14h_05_30__05_33_04.csv,M22_17h_05_30__08_08_20.csv,M22_19h_05_30__10_43_49.csv,M22_22h_05_30__13_19_32.csv,M22_24h_05_30__15_55_18.csv,M22_27h_05_30__18_31_13.csv,M22_30h_05_30__21_07_24.csv,M22_32h_05_30__23_43_48.csv,M22_35h_05_31__02_20_31.csv,M22_38h_05_31__04_57_14.csv,M22_40h_05_31__07_34_07.csv,M22_43h_05_31__10_11_21.csv,M22_45h_05_31__12_48_43.csv,M22_48h_05_31__15_26_10.csv,M22_51h_05_31__18_04_04.csv,M22_53h_05_31__20_42_10.csv,M22_56h_05_31__23_20_14.csv,M22_59h_06_01__01_58_47.csv,M22_61h_06_01__04_37_09.csv,M22_64h_06_01__07_15_48.csv,M22_66h_06_01__09_54_42.csv,M22_69h_06_01__12_33_57.csv,M22_72h_06_01__15_13_17.csv,M22_74h_06_01__17_52_59.csv,M22_77h_06_01__20_33_03.csv,M22_80h_06_01__23_13_09.csv,M22_82h_06_02__01_53_26.csv,M22_85h_06_02__04_34_07.csv,M22_88h_06_02__07_14_59.csv,M22_90h_06_02__09_56_03.csv,M22_93h_06_02__12_37_18.csv,M22_96h_06_02__15_18_46.csv
doxorubicin,0_31mM,0.31,N21,0.13,True,0h,8.96,25.0,35.82,36.92,36.92,85.07,96.92,49.25,94.03,62.69,40.3,101.47,44.78,83.82,83.82,85.07,100.0,107.46,120.0,44.12,,119.05,85.07,35.82,100.0,31.82,66.18,40.91,58.21,30.88,89.55,31.34,57.35,67.16,85.07,39.71,100.0,35.82,54.55,113.64,N21_0h_05_29__15_28_37.csv,N21_4h_05_29__19_16_39.csv,N21_4h_05_29__19_16_39.csv,N21_6h_05_29__21_50_55.csv,N21_9h_05_30__00_25_41.csv,N21_12h_05_30__03_00_29.csv,N21_14h_05_30__05_35_29.csv,N21_17h_05_30__08_10_46.csv,N21_19h_05_30__10_46_15.csv,N21_22h_05_30__13_21_58.csv,N21_24h_05_30__15_57_43.csv,N21_27h_05_30__18_33_38.csv,N21_30h_05_30__21_09_51.csv,N21_32h_05_30__23_46_14.csv,N21_35h_05_31__02_22_58.csv,N21_38h_05_31__04_59_41.csv,N21_40h_05_31__07_36_34.csv,N21_43h_05_31__10_13_48.csv,,N21_48h_05_31__15_28_37.csv,N21_51h_05_31__18_06_33.csv,N21_53h_05_31__20_44_39.csv,N21_56h_05_31__23_22_43.csv,N21_59h_06_01__02_01_15.csv,N21_61h_06_01__04_39_37.csv,N21_64h_06_01__07_18_16.csv,N21_66h_06_01__09_57_11.csv,N21_69h_06_01__12_36_25.csv,N21_72h_06_01__15_15_46.csv,N21_74h_06_01__17_55_29.csv,N21_77h_06_01__20_35_32.csv,N21_80h_06_01__23_15_38.csv,N21_82h_06_02__01_55_57.csv,N21_85h_06_02__04_36_38.csv,N21_88h_06_02__07_17_31.csv,N21_90h_06_02__09_58_35.csv,N21_93h_06_02__12_39_49.csv,N21_96h_06_02__15_21_18.csv
doxorubicin,0_31mM,0.31,N22,0.13,True,0h,19.91,24.0,83.08,104.55,104.55,30.88,110.29,65.22,89.55,76.12,58.21,50.0,102.99,78.46,97.06,35.29,53.73,102.99,31.34,31.82,43.18,53.73,109.09,111.94,102.99,63.64,118.18,50.0,113.64,95.45,54.55,116.42,68.18,39.71,109.09,50.77,109.09,54.55,94.03,53.73,N22_0h_05_29__15_28_13.csv,N22_4h_05_29__19_16_15.csv,N22_4h_05_29__19_16_15.csv,N22_6h_05_29__21_50_31.csv,N22_9h_05_30__00_25_17.csv,N22_12h_05_30__03_00_05.csv,N22_14h_05_30__05_35_05.csv,N22_17h_05_30__08_10_22.csv,N22_19h_05_30__10_45_51.csv,N22_22h_05_30__13_21_34.csv,N22_24h_05_30__15_57_19.csv,N22_27h_05_30__18_33_14.csv,N22_30h_05_30__21_09_26.csv,N22_32h_05_30__23_45_50.csv,N22_35h_05_31__02_22_33.csv,N22_38h_05_31__04_59_17.csv,N22_40h_05_31__07_36_10.csv,N22_43h_05_31__10_13_24.csv,N22_45h_05_31__12_50_46.csv,N22_48h_05_31__15_28_13.csv,N22_51h_05_31__18_06_08.csv,N22_53h_05_31__20_44_14.csv,N22_56h_05_31__23_22_18.csv,N22_59h_06_01__02_00_51.csv,N22_61h_06_01__04_39_12.csv,N22_64h_06_01__07_17_52.csv,N22_66h_06_01__09_56_46.csv,N22_69h_06_01__12_36_01.csv,N22_72h_06_01__15_15_21.csv,N22_74h_06_01__17_55_03.csv,N22_77h_06_01__20_35_07.csv,N22_80h_06_01__23_15_13.csv,N22_82h_06_02__01_55_31.csv,N22_85h_06_02__04_36_13.csv,N22_88h_06_02__07_17_06.csv,N22_90h_06_02__09_58_09.csv,N22_93h_06_02__12_39_24.csv,N22_96h_06_02__15_20_52.csv
doxorubicin,0_63mM,0.63,K21,0.13,True,0h,7.22,8.2,88.24,96.92,96.92,97.06,98.44,98.51,95.45,92.65,94.03,92.65,95.45,92.65,86.36,,88.24,87.69,83.82,86.36,83.82,80.6,79.41,79.41,81.82,80.6,79.41,83.82,79.41,81.82,80.6,85.07,86.36,80.6,81.82,80.6,80.6,85.07,72.73,77.27,K21_0h_05_29__15_06_36.csv,K21_4h_05_29__18_54_33.csv,K21_4h_05_29__18_54_33.csv,K21_6h_05_29__21_28_50.csv,K21_9h_05_30__00_03_30.csv,K21_12h_05_30__02_38_21.csv,K21_14h_05_30__05_13_20.csv,K21_17h_05_30__07_48_35.csv,K21_19h_05_30__10_24_03.csv,K21_22h_05_30__12_59_41.csv,K21_24h_05_30__15_35_27.csv,K21_27h_05_30__18_11_20.csv,K21_30h_05_30__20_47_29.csv,,K21_35h_05_31__02_00_32.csv,K21_38h_05_31__04_37_18.csv,K21_40h_05_31__07_14_07.csv,K21_43h_05_31__09_51_19.csv,K21_45h_05_31__12_28_40.csv,K21_48h_05_31__15_06_03.csv,K21_51h_05_31__17_43_57.csv,K21_53h_05_31__20_22_03.csv,K21_56h_05_31__23_00_06.csv,K21_59h_06_01__01_38_30.csv,K21_61h_06_01__04_16_58.csv,K21_64h_06_01__06_55_35.csv,K21_66h_06_01__09_34_28.csv,K21_69h_06_01__12_13_38.csv,K21_72h_06_01__14_52_58.csv,K21_74h_06_01__17_32_37.csv,K21_77h_06_01__20_12_41.csv,K21_80h_06_01__22_52_41.csv,K21_82h_06_02__01_33_00.csv,K21_85h_06_02__04_13_39.csv,K21_88h_06_02__06_54_27.csv,K21_90h_06_02__09_35_32.csv,K21_93h_06_02__12_16_44.csv,K21_96h_06_02__14_58_12.csv
doxorubicin,0_63mM,0.63,K22,0.13,True,0h,6.24,5.6,111.94,111.94,111.94,110.77,116.42,98.28,97.06,100.0,118.18,116.42,118.18,77.27,80.6,44.78,85.71,98.51,76.12,95.45,90.0,95.24,104.55,92.65,94.03,,92.65,86.96,88.24,90.91,85.07,86.36,83.82,88.24,83.82,85.07,85.07,88.24,85.07,89.55,K22_0h_05_29__15_07_01.csv,K22_4h_05_29__18_54_57.csv,K22_4h_05_29__18_54_57.csv,K22_6h_05_29__21_29_14.csv,K22_9h_05_30__00_03_55.csv,K22_12h_05_30__02_38_46.csv,K22_14h_05_30__05_13_44.csv,K22_17h_05_30__07_48_59.csv,K22_19h_05_30__10_24_27.csv,K22_22h_05_30__13_00_05.csv,K22_24h_05_30__15_35_51.csv,K22_27h_05_30__18_11_44.csv,K22_30h_05_30__20_47_54.csv,K22_32h_05_30__23_24_17.csv,K22_35h_05_31__02_00_56.csv,K22_38h_05_31__04_37_42.csv,K22_40h_05_31__07_14_32.csv,K22_43h_05_31__09_51_43.csv,K22_45h_05_31__12_29_05.csv,K22_48h_05_31__15_06_28.csv,K22_51h_05_31__17_44_22.csv,K22_53h_05_31__20_22_28.csv,K22_56h_05_31__23_00_31.csv,,K22_61h_06_01__04_17_23.csv,K22_64h_06_01__06_56_00.csv,K22_66h_06_01__09_34_53.csv,K22_69h_06_01__12_14_03.csv,K22_72h_06_01__14_53_23.csv,K22_74h_06_01__17_33_02.csv,K22_77h_06_01__20_13_06.csv,K22_80h_06_01__22_53_06.csv,K22_82h_06_02__01_33_25.csv,K22_85h_06_02__04_14_04.csv,K22_88h_06_02__06_54_52.csv,K22_90h_06_02__09_35_58.csv,K22_93h_06_02__12_17_10.csv,K22_96h_06_02__14_58_37.csv
doxorubicin,0_63mM,0.63,L21,0.13,True,0h,27.33,88.5,30.88,116.42,116.42,94.03,56.52,88.24,90.91,51.49,44.78,53.08,58.21,58.21,33.09,102.99,94.03,48.53,53.73,104.55,118.18,54.55,102.99,46.15,89.55,39.71,31.34,110.29,52.94,107.46,107.46,110.29,80.95,109.09,41.54,47.01,42.54,102.99,44.78,90.91,L21_0h_05_29__15_09_25.csv,L21_4h_05_29__18_57_21.csv,L21_4h_05_29__18_57_21.csv,L21_6h_05_29__21_31_39.csv,L21_9h_05_30__00_06_18.csv,L21_12h_05_30__02_41_11.csv,L21_14h_05_30__05_16_09.csv,L21_17h_05_30__07_51_24.csv,L21_19h_05_30__10_26_52.csv,L21_22h_05_30__13_02_30.csv,L21_24h_05_30__15_38_16.csv,L21_27h_05_30__18_14_09.csv,L21_30h_05_30__20_50_19.csv,L21_32h_05_30__23_26_43.csv,L21_35h_05_31__02_03_23.csv,L21_38h_05_31__04_40_08.csv,L21_40h_05_31__07_16_58.csv,L21_43h_05_31__09_54_10.csv,L21_45h_05_31__12_31_32.csv,L21_48h_05_31__15_08_57.csv,L21_51h_05_31__17_46_50.csv,L21_53h_05_31__20_24_55.csv,L21_56h_05_31__23_02_58.csv,L21_59h_06_01__01_41_23.csv,L21_61h_06_01__04_19_51.csv,L21_64h_06_01__06_58_28.csv,L21_66h_06_01__09_37_21.csv,L21_69h_06_01__12_16_33.csv,L21_72h_06_01__14_55_51.csv,L21_74h_06_01__17_35_31.csv,L21_77h_06_01__20_15_35.csv,L21_80h_06_01__22_55_35.csv,L21_82h_06_02__01_35_54.csv,L21_85h_06_02__04_16_34.csv,L21_88h_06_02__06_57_24.csv,L21_90h_06_02__09_38_28.csv,L21_93h_06_02__12_19_41.csv,L21_96h_06_02__15_01_08.csv
doxorubicin,0_63mM,0.63,L22,0.13,True,0h,16.13,16.1,100.0,80.95,80.95,96.77,90.48,87.1,116.13,100.0,68.85,117.19,116.13,90.48,98.44,76.19,76.19,38.71,100.0,,,,,,,,,,,,,,,,,,,,,,L22_0h_05_29__15_09_01.csv,L22_4h_05_29__18_56_57.csv,L22_4h_05_29__18_56_57.csv,L22_6h_05_29__21_31_15.csv,L22_9h_05_30__00_05_54.csv,L22_12h_05_30__02_40_46.csv,L22_14h_05_30__05_15_45.csv,L22_17h_05_30__07_51_00.csv,L22_19h_05_30__10_26_28.csv,L22_22h_05_30__13_02_06.csv,L22_24h_05_30__15_37_52.csv,L22_27h_05_30__18_13_45.csv,L22_30h_05_30__20_49_55.csv,L22_32h_05_30__23_26_18.csv,L22_35h_05_31__02_02_58.csv,L22_38h_05_31__04_39_44.csv,L22_40h_05_31__07_16_33.csv,,,,,,,,,,,,,,,,,,,,,
doxorubicin,10mM,10.0,C21,0.13,True,0h,,,111.94,111.94,111.94,89.55,109.09,95.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C21_0h_05_29__13_49_46.csv,C21_4h_05_29__17_37_22.csv,C21_4h_05_29__17_37_22.csv,C21_6h_05_29__20_11_44.csv,C21_9h_05_29__22_46_15.csv,C21_12h_05_30__01_21_04.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doxorubicin,10mM,10.0,C22,0.13,True,0h,,,91.3,117.19,117.19,90.91,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C22_0h_05_29__13_50_10.csv,C22_4h_05_29__17_37_46.csv,C22_4h_05_29__17_37_46.csv,C22_6h_05_29__20_12_08.csv,C22_9h_05_29__22_46_39.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doxorubicin,10mM,10.0,D21,0.13,True,0h,-74.85,-70.7,105.88,31.82,31.82,104.55,111.94,61.76,98.36,87.27,,44.12,31.03,61.76,116.42,59.09,39.23,50.0,101.47,31.34,108.7,76.12,98.51,73.91,114.71,94.03,89.55,66.18,94.03,102.99,76.12,30.88,98.51,30.88,96.92,113.64,39.71,71.64,31.82,79.41,D21_0h_05_29__13_52_34.csv,D21_4h_05_29__17_40_10.csv,D21_4h_05_29__17_40_10.csv,D21_6h_05_29__20_14_33.csv,D21_9h_05_29__22_49_03.csv,D21_12h_05_30__01_23_53.csv,D21_14h_05_30__03_58_42.csv,D21_17h_05_30__06_33_49.csv,,D21_22h_05_30__11_44_42.csv,D21_24h_05_30__14_20_24.csv,D21_27h_05_30__16_56_15.csv,D21_30h_05_30__19_32_23.csv,D21_32h_05_30__22_08_30.csv,D21_35h_05_31__00_45_06.csv,D21_38h_05_31__03_21_51.csv,D21_40h_05_31__05_58_34.csv,D21_43h_05_31__08_35_40.csv,D21_45h_05_31__11_12_53.csv,D21_48h_05_31__13_50_18.csv,D21_51h_05_31__16_27_58.csv,D21_53h_05_31__19_05_51.csv,D21_56h_05_31__21_44_01.csv,D21_59h_06_01__00_22_17.csv,D21_61h_06_01__03_00_42.csv,D21_64h_06_01__05_39_15.csv,D21_66h_06_01__08_17_59.csv,D21_69h_06_01__10_56_57.csv,D21_72h_06_01__13_36_18.csv,D21_74h_06_01__16_15_40.csv,D21_77h_06_01__18_55_31.csv,D21_80h_06_01__21_35_37.csv,D21_82h_06_02__00_15_50.csv,D21_85h_06_02__02_56_16.csv,D21_88h_06_02__05_37_03.csv,D21_90h_06_02__08_18_00.csv,D21_93h_06_02__10_59_03.csv,D21_96h_06_02__13_40_26.csv
doxorubicin,10mM,10.0,D22,0.13,True,0h,,,90.48,90.48,90.48,32.31,94.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D22_0h_05_29__13_52_10.csv,D22_4h_05_29__17_39_46.csv,D22_4h_05_29__17_39_46.csv,D22_6h_05_29__20_14_09.csv,D22_9h_05_29__22_48_39.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doxorubicin,1_25mM,1.25,I21,0.13,True,0h,-16.76,-17.8,94.03,85.07,85.07,114.71,67.16,31.34,31.82,114.71,49.25,35.82,77.27,109.09,48.53,58.21,90.91,76.12,77.27,44.78,92.65,32.31,35.82,85.07,95.45,86.36,68.18,,98.51,98.51,58.21,47.83,45.45,85.07,113.64,78.26,36.36,50.0,68.18,81.82,I21_0h_05_29__14_47_22.csv,I21_4h_05_29__18_35_17.csv,I21_4h_05_29__18_35_17.csv,I21_6h_05_29__21_09_36.csv,I21_9h_05_29__23_44_10.csv,I21_12h_05_30__02_18_58.csv,I21_14h_05_30__04_53_58.csv,I21_17h_05_30__07_29_09.csv,I21_19h_05_30__10_04_37.csv,I21_22h_05_30__12_40_10.csv,I21_24h_05_30__15_15_59.csv,I21_27h_05_30__17_51_49.csv,I21_30h_05_30__20_28_00.csv,I21_32h_05_30__23_04_18.csv,I21_35h_05_31__01_40_57.csv,I21_38h_05_31__04_17_45.csv,I21_40h_05_31__06_54_29.csv,I21_43h_05_31__09_31_43.csv,I21_45h_05_31__12_09_00.csv,I21_48h_05_31__14_46_25.csv,I21_51h_05_31__17_24_12.csv,I21_53h_05_31__20_02_15.csv,I21_56h_05_31__22_40_20.csv,I21_59h_06_01__01_18_42.csv,I21_61h_06_01__03_57_06.csv,,I21_66h_06_01__09_14_36.csv,I21_69h_06_01__11_53_41.csv,I21_72h_06_01__14_33_03.csv,I21_74h_06_01__17_12_43.csv,I21_77h_06_01__19_52_39.csv,I21_80h_06_01__22_32_41.csv,I21_82h_06_02__01_12_57.csv,I21_85h_06_02__03_53_35.csv,I21_88h_06_02__06_34_20.csv,I21_90h_06_02__09_15_26.csv,I21_93h_06_02__11_56_34.csv,I21_96h_06_02__14_37_59.csv
