Time,9.6,9.6.2,9.6.3,9.6.1,4.8.3,4.8.1,4.8,4.8.2,2.4.1,2.4,2.4.2,1.2,1.2.2,1.2.1,1.2.3,0.6.1,0.6.3,0.6.2,0.6,0.3,0.3.2,0.3.1,0.3.3,0.15.3,0.15.2,0.15.1,0.15,0.075.1,0.075,0.075.2,0.075.3
27,0.0487209923089647,0.0007985084125111,0.000652878001599,0.0002652048754976,0.0840352932403832,0.0477211446475623,0.0589932798046634,0.0012310260734766,0.1083749621749458,,0.0006682725368839,0.0609179545977295,0.0933259471514693,0.060700774219342,0.0007992142670458,0.1614676266378335,0.1126930868732849,0.041319255681372,0.0002911044356768,0.2189893634917516,0.1202378275750552,0.0387170109491176,0.0005291502622129,0.131355581640089,0.08114727868868,0.08654283420249,0.0314958443926537,0.0960233885176419,0.0710933903003012,0.0184191957062013,0.0005274478111821
30,0.0392629048859258,0.0006167667570372,0.0007227593415766,0.0002798656966906,0.0853468260097901,0.0478309457795526,0.0573964953859329,0.0010477775479605,0.1058184681070808,,0.0005942944482258,0.0621710154149737,0.0825503415661586,0.0618124839294353,0.0028764962692754,0.1908872060505626,0.1229625332900809,0.0536383008432556,0.0002780030832305,0.2286252866821113,0.1372880486710441,0.0411715852238021,0.0005292694899425,0.1363677055843201,0.0763884782382314,0.0872978734784005,0.0004819298343458,0.0931786940962661,0.0766970839749384,0.0362768846403398,0.0005578111905364
32,0.0449638573015225,0.0006742585497191,0.0007627766384769,0.0002440947924263,0.0881450863948872,0.0481296852276865,0.0007312719179604,0.0009481483180097,0.1047232504823938,,0.0006174778072643,0.048912115997098,0.0684009992310594,0.0601977030277696,0.0028657123046967,0.1763173982881928,0.1262349042401241,0.0454500641311776,0.2456240730208185,0.2020301172787643,0.1320234455536621,0.0360785059495164,0.0005293887176721,0.1406220428153187,0.0762043703828659,0.0774407772443761,0.0004038148070469,0.086292441965301,0.0574132687150564,0.0407689436876452,0.0005422121654809
35,0.0418845339971477,0.000682682428504,0.0017217239942612,0.0003040955772167,0.0009290920255167,0.0561710221958527,0.044693708854862,0.0006324954190846,0.1072816125634362,,0.0005747799283162,0.0503783883698068,0.0803073265936352,0.0573965304402542,0.002102252824283,0.1549138410313119,0.1072954540149263,0.0491185840920535,0.0627632156943239,0.0185412701807278,0.1227748468056268,0.0008107762811366,0.0005103573460143,0.1583343707341849,0.0690488851658356,0.0878939886422081,0.0972117844647077,0.0924658063835302,0.0677972123713596,0.040444637482557,0.0005541558098148
38,0.0404409846004232,0.0005923299533783,0.0007696636375008,0.0002691592796422,0.081143202311619,0.0541165315238759,0.0430033631552773,0.0037927101289988,0.1025117121836695,,0.0005581756853849,0.0555771093778793,0.0808630627931901,0.0517935610914758,0.0014988738083435,0.1542502173080278,0.1158193529211176,0.0419809519506444,0.0051182908075027,0.1866509777021512,0.1109294309646773,0.0275828976048814,0.0006829223119205,0.1375377402751696,0.0721955020059661,0.0854240059882862,0.1139223369433858,0.0898604806025697,0.0675314476225212,0.0456254558159921,0.0006504050875226
40,0.0420670629775996,0.0006353141136864,0.0005948949283326,0.0002629834078507,0.0814581351378686,0.0520620408518991,0.0478404447326076,0.0007768555258273,0.0700771179163348,,0.0007282992103868,0.0516500062278602,0.0010917526299334,0.04764396273461,0.001578626670613,0.1815650912670684,0.1056818507341824,0.0542754063064453,0.1373290076396306,0.1887135336637422,0.1301558026675589,0.0006112822555709,0.0008554872778267,0.1431900534481866,0.0750547573067046,0.0837200054432875,0.0864669692785218,0.0879397536820862,0.0659792840280368,0.0004595561281747,0.0006294051915425
43,0.0443270874011167,0.0007612842651183,0.0006837433464819,0.0003023564739511,0.0801431184500539,0.0477325628478933,0.0404465603927853,0.0007846115392704,0.1121438578133518,,0.0005674073561669,0.050782150318274,0.0660427647817424,0.0008800742131867,0.0013368147259328,0.1299420192384847,0.0839259674907124,0.0480258206410845,0.0013774131844676,0.1867185522289601,0.118138044774334,0.0005556076986044,0.0007344844746753,0.1534185990490119,0.068676113305958,0.0751639085275069,0.0358072635541929,0.0847871120288761,0.0685535305124674,0.0003632842097208,0.0004421074796245
45,0.0512153885268839,0.0007702070038303,0.0006831405883741,0.0003199508243788,0.0781472783308228,0.0451770110580582,0.04295887535443,0.0006791885910009,0.1355543360636831,,0.0005595877296847,0.0732862376980855,0.0570541803223861,0.0482804284682285,0.0012779965085105,0.1249893920832218,0.0006429100507328,0.0464372138884814,,0.1790819710590259,0.1258056488437901,0.0166426436610344,0.0006134816715239,0.1446444072450909,0.0493792246492568,0.0768981441235096,0.0003277614499024,0.0804090386878409,0.0632011843882259,0.0003649089856045,0.0002548097677066
48,0.0577322207606612,0.0007031008692369,0.0006825378302662,0.0002638087477955,0.0830117004303654,0.0432687173499744,0.0425566559437279,0.0005737656427314,0.1150731920206544,,0.0007093025776243,0.048741961696277,0.0597287711719076,0.044000157250297,0.0057603095812779,0.094634596270409,0.0865737956605254,0.0424794393815105,,0.2136306006667759,0.110411940348575,0.0377245364378711,0.0005256794591445,0.1547896484058601,0.0526233380186524,0.0263600213164936,0.0002861103136989,0.0850878132667332,0.0559193953071561,0.0003473174334609,0.0005077169813255
51,0.0510308575999615,0.000494394778737,0.0006819350721584,0.0002846454248759,0.0790561319074013,0.0470128520144624,0.0410817490228156,0.0005029224643404,0.1211877209422153,,0.0005489002023256,0.0482856816975385,0.0676089967058581,0.041660788119178,0.007005745257783,0.0774952542858857,0.0723724158968534,0.0442272344245057,,0.1212655726458335,0.1138765426759655,0.0369581266306709,0.0008736164303611,0.1403551119381945,0.0591694162277653,0.070708055371141,0.0002444591774955,0.0009313613316504,0.059277711921871,0.0003354260819263,0.0007606241949445
53,0.0525473821033024,0.0007656642131864,0.0006813323140506,0.0002797623089726,0.0803266883087576,0.0444800012925583,0.0387853281817585,0.0008873918475746,0.1216889394408776,,0.0006474498484914,0.0470390748955467,0.054773166168051,0.043219713745381,0.0017611764896567,0.079149254875101,0.058842518382891,0.0491077238181173,,0.1836106489688549,0.1166816899902069,0.0007874901046753,0.0012215534015777,0.145039363916269,0.0711020351471974,0.0014892816249961,0.0001995626078242,0.0742675402207545,0.0622634955611971,0.0003148748653995,0.0006500527452254
56,0.0316462593839833,0.0009186817848757,0.0005073945021759,0.0002748791930693,0.0815972447101139,0.0587874555954312,0.031379377067805,,0.1308798498549271,,0.000691905404409,0.0464020780693509,0.0443420586582876,0.0439320207111533,0.0019533508300211,0.078305298548066,0.0772371971780151,0.0445281854380795,,0.1784301633427826,0.0983635707071145,0.0012417306753495,0.0005642972377648,0.1363476822599404,0.0716608327773121,0.0638900721583231,0.0137591644645083,0.084011759861528,0.058771726997053,0.000357303072876,0.0005394812955063
59,0.0577867653938091,0.0006831583267735,0.0005530201893744,0.0002709507745894,0.0871735570550838,0.0609247819743737,0.0004547404877746,,0.1162935062027975,,0.0006348290467332,0.07048218545595,0.0375394622056213,0.0152907631741499,0.0018471838511796,0.0676317064512794,0.0008559209269539,0.0434352107655364,,0.1679918439364126,0.114314170019624,0.0153345877762556,0.0005422780213975,0.1627263496389533,0.0694116078687373,0.0010174062191231,0.0273187663211925,0.0839508251228824,0.052544735741896,0.0003997312803525,0.0005744543542285
61,0.0546436320224817,0.0005870432055069,0.0004369572104789,0.0002783843902101,0.0821420183201262,0.0491850910198456,0.0002537080721959,,0.1126939729729278,0.0007722443804033,0.0009490301379032,0.0945622928425491,0.0269524821269691,0.0381647243146833,0.0026862022426867,0.0719483245135313,0.0743093830763,0.0385083930855101,,0.2264403714169762,0.1153707647659322,0.0013087895942173,0.0005202588050301,0.1390368529452428,0.074877688801582,0.0009341945679468,0.0408783681778766,0.08837203087484,0.0636033088590178,0.0004421594878291,0.0005001883703137
64,0.0615713564575089,0.0006485177331226,0.0004434188541745,0.0003097869499283,0.0919476191482498,0.0471406048348808,0.0018656041010836,,0.1227238785402485,0.0007176312472391,0.0004825110463533,0.123676757597954,0.0004171384343026,0.0386161688733951,0.0110062886755667,0.0592285570470428,0.0721468075641931,0.0187934406768651,,0.2024829977321639,0.1139646373834606,0.0328739474979832,0.0005334154957416,0.1403573557514761,0.0318833685033864,0.0624734066741285,0.0544379700345607,0.0847764086268411,0.056273750811914,0.0004845876953056,
66,0.0632421684572008,0.003434278131382,0.000562419325074,0.0002498678252472,0.0797913593052156,0.0476470710704678,0.0004830732577519,,0.1133542092887819,0.0007282641780246,0.0005977731578242,0.1359837545856033,0.0004316685660628,0.0390626952985038,0.0024151384815874,0.0548519494151512,0.0826678836850537,0.0401893153763849,,0.1968306438546814,0.1152180827913426,0.0365562573042342,0.0005604543887861,0.1358398089052301,0.0672021445088082,0.0595334758156106,0.0679975718912449,0.0783834353278162,0.05625382683926,0.0003431379238255,
69,0.0580688828856814,0.0009281280391101,0.0005075454874042,0.0002480608020036,0.0902282297659679,0.0481535373060547,0.0003385296734784,,0.0010187001331768,0.0006776480317253,0.0004824098722454,0.1353421476132214,0.0003756334216173,0.0427408164772682,0.002457898615935,0.0434240597108403,0.0812631388076613,0.0400954577301919,,0.2094809969034903,0.1196994495142156,0.0402385671104852,0.0005383185592845,0.1427239796009075,0.0564440272444103,0.065227224458061,0.0422854168350869,0.1004969398139656,0.059785512268182,0.0006888683778079,
72,0.0499174932143578,0.0006033708082668,0.0004526716497343,0.0003126148552785,0.0818665062529099,0.0466516541542864,0.0003141456023582,,0.1560741341686633,0.0006415591136736,0.0005591579073095,0.1460068690873689,0.0003362867925497,0.0456567217465724,0.0025006587502825,0.0500743937671143,0.0826049600146025,0.0447239825894313,,0.1923738206501318,0.1225406038306893,0.0391975311413146,0.0004792675215406,0.1418732155829556,0.0669810403271107,0.028908661404938,0.0003377870450391,0.0873759273724235,0.0489421918499221,0.0003874523868666,
74,0.0627959185065067,0.0005610627916623,0.0003977978120645,0.0021775694257677,0.0853467553524655,0.0508695002148782,0.0002897615312379,,0.1520683810881667,0.0009138077640612,0.000631452783065,0.1282683351228389,0.0003642928281211,0.0463539143566411,0.0016379538822576,0.0570110760554339,0.0800517565364411,0.0409087875217445,0.0006314743677182,0.2211573627061682,0.1194737596607929,0.0410434422929064,0.0004526421439569,0.1396496460588647,0.0606857070953457,0.0560870049752422,0.1265622757772785,0.085112530822279,0.0520052279379363,0.0007731384757392,
77,0.0663356041271753,0.0007665431040246,0.0007649011296335,0.0002949706301214,0.0871569912460433,0.0452879766484824,0.0002653774601176,,0.124537199981135,0.0007261102503144,0.0005636233085686,0.1073944785437102,0.0004942850566364,0.0451518438084485,0.0026084706207488,0.0507965124668514,0.0732946182635423,0.0446841290918158,0.0004335179359778,0.1851867819888772,0.1096478824241925,0.0530584863129256,0.0005945995747091,0.1436731500547315,0.0583655457229368,0.0558513161437977,0.1496667049175694,0.0742236376114893,0.0454613300976398,0.0005921519166054,
80,0.06653163044124,0.0006856053466619,0.0005749145572274,0.0002751888447153,0.0904357166759822,0.0215425994871515,,,0.1240711971980213,0.0007486585728041,0.0005594147585633,0.0906892679410763,0.0003211660370749,0.0452599229267396,0.0025644230357776,0.0505219438587166,0.0798294862750207,0.0352479529145103,0.0329613492387377,0.1782980454260188,0.1205141799439699,0.0515880027909926,0.0005375895809488,0.1381984810173323,0.0521763108747542,0.0608260298180024,0.2026538429744137,0.0853824753744799,0.0492426589032311,0.0005676124851294,
82,0.0575932642043773,0.000595053617919,0.0007081476665484,0.0003033593827688,0.0905806987451961,0.0478761950731736,,,0.1149703356612373,0.0007077957387816,0.0005334124755419,0.0012139841009467,0.0003378144616078,0.0477154297975785,0.0024257506090777,0.053078506694397,0.0799586761624134,0.041259602927374,0.0654891805414976,0.1972641773943772,0.138167597550794,0.0533238879127619,0.000505570375656,0.1434672768917663,0.0658866233437812,0.0620130931704719,0.1409129252140827,0.0842486609742332,0.0510945812476891,0.000388655188985,
85,0.0010329491613861,0.0005268425842225,0.0007545513855916,0.0002813293103471,0.0901661255806781,0.0450177539907529,,,0.1161126398008563,0.0006456403496042,0.0005359245700095,0.0772101748698991,0.0003529758471928,0.0358459516964417,0.0022870781823777,0.0525400340689716,0.0800878660498062,0.0421275909961092,0.0642289054749752,0.2096716521414178,0.1163673128143321,0.0510564093236972,0.0004663195330842,0.1546190325532192,0.0537409580019846,0.0677867424918594,0.1015740563245931,0.0401580561104052,0.0217503857016149,0.0004663642462543,
88,0.1102201602020053,0.0006255922086972,0.0003848762738873,0.0002456093558259,0.0877534889707744,0.0434035242502728,,,0.1190217474609414,0.000721934967803,0.0142167014081394,0.0734950234554828,0.0002590830215238,0.0412538484876692,0.0020914444844339,0.0512027721307535,0.0812174498199194,0.0006650426228001,0.0695127231814768,0.1976890392417008,0.1181946149590887,0.0505655104270574,0.000462885055489,0.1337545014249837,0.0544442616010471,0.0605530595978171,0.072022260947484,0.082755028817109,0.0463511597002005,,
90,0.0697403160685026,0.0005702026121103,0.0007580738649069,0.0003077681703939,0.0853408523608707,0.0466088265928743,,,0.1144956552592274,0.0007982295860018,0.0005670080418973,0.046299590860626,,0.0078928822443787,0.0021418857189895,0.0466610945700899,0.0810539278317632,0.0439013574036995,0.081610023364393,0.1788181827097138,0.1253340629967719,0.0482006448607271,0.0005891257925581,0.1336292252218617,0.0553384000593327,0.0636851252258959,0.1011768641431322,0.0376521632784011,0.0391657211124928,,
93,0.072015710039057,0.0005815834123911,0.0005466458608673,0.0002569277184388,0.0722512055107028,0.0450829079152853,0.0002573646677061,,0.1105078112444555,0.0006660054493891,0.0005573708707069,0.045131921214804,,0.0428557872654357,0.0267009561222734,0.0438332033784555,0.0884466184616045,0.046361904030763,0.0011198176765058,0.1713604233307814,0.109972386919102,0.043501299435455,0.0005520442388867,0.1601175648623998,0.0503606991279956,0.0588396850998096,0.0523501470823471,0.0851753979788316,0.0315227669109894,,0.0006048998645675
96,0.0628192611990718,0.000472937514154,0.000643932481272,0.0003023141774587,0.0813036502196145,0.0424988859468549,0.0004155534799326,,0.1156225422954004,0.0007121031318183,0.0006866358077939,0.0420698083374098,,0.0429433874966916,0.0512600265255572,0.0485691636742455,,0.0414244946827191,0.0995234761930391,0.1729535650349402,0.0538622501043297,0.0009321573397516,0.0005149626852153,0.1253700923067068,0.0596187364138065,0.0668358393719064,0.0895865442595207,0.0923353691979924,0.0010273039375754,,
